id,X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Pastry,Z_Scratch,K_Scatch,Stains,Dirtiness,Bumps,Other_Faults,defect_type
6254,853,872,899231,899307,788,65,140,51343,95,126,1350,0,1,40,0.7808,0.4259,0.2857,0.0074,0.2083,1.0,1.0,2.8921,1.0,2.1461,0.7143,-0.1385,0.9999,0,0,0,0,0,1,0,Bumps
15957,824,837,2613123,2613138,194,25,25,17388,102,127,1360,1,0,200,0.97,0.5454,0.6,0.0089,0.5,0.9667,1.0,2.2833,1.1761,1.3979,0.4,-0.1182,0.4138,0,0,0,0,0,1,0,Bumps
12036,1445,1457,829599,829559,117,32,16,13987,113,143,1712,0,1,40,0.0337,0.4063,0.9063,0.0236,0.8649,0.75,0.0,2.0682,1.5051,0.9542,-0.0938,-0.0087,0.3068,0,0,0,0,0,0,1,Other_Faults
5947,615,622,618457,618502,111,14,23,12886,106,127,1362,0,1,100,0.9795,0.3417,0.3478,0.0066,0.6429,1.0,1.0,2.0453,0.9542,1.3617,0.6522,-0.1064,0.3125,0,0,0,0,0,0,1,Other_Faults
1618,2,10,184455,184370,128,18,17,13351,81,126,1364,1,0,70,0.0442,0.4148,0.5909,0.0088,0.6,1.0,1.0,2.1072,1.0792,1.2305,0.4091,-0.1557,0.3977,0,0,0,0,0,0,1,Other_Faults
3678,1203,1215,5331249,5331309,90,11,13,9462,91,126,1690,1,0,70,0.2482,0.3194,1.0,0.0072,0.9091,0.9231,0.5,1.9542,1.0,1.0792,0.0,-0.1647,0.2583,0,0,0,0,0,0,1,Other_Faults
16382,775,783,1341292,1341296,6,4,4,775,111,143,1362,0,1,50,0.8532,0.4,0.6,0.0037,1.0,1.0,0.0,0.7782,0.699,0.6021,-0.4,-0.0071,0.1284,0,0,0,0,0,0,1,Other_Faults
2633,39,194,2641432,2641500,5702,231,114,624180,45,125,1356,0,1,40,0.0574,0.3916,0.3842,0.1129,0.5833,0.6696,0.0,3.7602,2.1761,1.8195,-0.6158,-0.1843,1.0,0,0,1,0,0,0,0,K_Scatch
10696,1604,1611,10555505,10555515,66,11,10,5999,35,84,1656,0,1,300,0.0071,0.4259,0.9,0.0047,0.7273,1.0,1.0,1.8195,0.9031,1.0,0.1,-0.4208,0.1954,1,0,0,0,0,0,0,Pastry
7216,936,944,10555505,10555515,66,12,10,7197,86,118,1656,1,0,60,0.8842,0.1875,0.9,0.0048,0.6667,1.0,1.0,1.8195,0.9031,1.0,0.1,-0.1903,0.1954,0,0,0,0,0,1,0,Bumps
5523,41,190,510931,511150,20894,1022,517,2638402,31,140,1402,0,1,40,0.0556,0.4975,0.085,0.1311,0.2382,0.3793,1.0,4.3078,2.248,2.2967,0.915,-0.0641,1.0,0,0,1,0,0,0,0,K_Scatch
9836,693,711,4348464,4348516,94,10,22,8140,104,132,1650,1,0,70,0.8982,0.25,0.8461,0.0052,0.7,1.0,1.0,1.9731,0.8451,1.3424,0.1539,-0.0797,0.257,0,0,0,0,0,0,1,Other_Faults
1870,855,861,134988,134992,12,5,4,1504,111,132,1360,0,1,50,0.7393,0.5,0.8,0.0037,1.0,1.0,0.0,1.0792,0.699,0.6021,-0.2,-0.0208,0.1322,0,0,0,1,0,0,0,Stains
11223,830,842,96205,96225,120,34,19,13680,123,141,1368,0,1,40,0.0071,0.4383,0.9231,0.0129,0.5862,0.8261,0.0,2.0792,1.2553,1.2787,-0.0769,0.1241,0.3787,0,0,0,0,0,0,1,Other_Faults
7901,764,779,776120,776124,106,15,14,13464,161,199,1360,0,1,40,0.8793,0.3726,1.0,0.0088,0.8,0.9286,0.5,2.0253,1.0792,1.1139,0.0,0.3157,0.2583,0,0,0,0,0,1,0,Bumps
9669,10,22,301492,301511,329,13,46,27035,25,119,1387,0,1,40,0.0,0.2513,0.3429,0.0094,0.6923,1.0,1.0,2.5172,1.1139,1.6233,0.6571,-0.1705,0.8705,1,0,0,0,0,0,0,Pastry
14262,1333,1343,1134907,1134921,63,15,26,6554,91,124,1353,0,1,120,0.031,0.4103,0.2308,0.0037,0.3333,1.0,1.0,1.7993,0.699,1.415,0.7692,-0.1709,0.2408,0,0,0,0,1,0,0,Dirtiness
5926,41,216,1495267,1495336,6493,279,156,723207,43,119,1358,0,1,40,0.0604,0.4707,0.3886,0.1303,0.6272,0.4723,0.0,3.8124,2.248,1.7993,-0.6114,-0.1858,1.0,0,0,1,0,0,0,0,K_Scatch
14590,41,191,1417276,1417288,15896,755,453,1847464,29,141,1400,1,0,40,0.0558,0.5398,0.9861,0.1091,0.2452,0.5489,0.0,4.1945,2.1847,2.1703,-0.0139,-0.0988,1.0,0,0,1,0,0,0,0,K_Scatch
7934,0,218,4712084,4712115,18896,615,404,2332320,19,133,1400,0,1,50,0.0,0.4727,0.8846,0.125,0.2835,0.5333,0.0,4.3868,2.243,2.2553,-0.1154,-0.0573,1.0,0,0,1,0,0,0,0,K_Scatch
12248,1325,1341,7797464,7797516,231,38,32,19132,106,132,1362,0,1,40,0.0354,0.5591,0.5652,0.0129,0.3571,0.625,0.0,2.3636,1.3222,1.5051,-0.4348,-0.0844,0.4746,0,0,0,0,0,0,1,Other_Faults
2992,1579,1590,1579793,1579864,229,15,32,22991,84,116,1652,1,0,70,0.1211,0.4772,0.1053,0.0047,0.5333,1.0,1.0,2.3598,0.9031,1.5051,0.8947,-0.2498,0.8299,1,0,0,0,0,0,0,Pastry
1531,856,864,1729556,1729557,52,13,11,5249,99,140,1658,1,0,80,0.8982,0.2556,0.7273,0.0059,0.7692,1.0,1.0,1.716,0.9031,1.0414,0.2727,-0.0651,0.1696,0,0,0,0,0,1,0,Bumps
6322,625,632,1248106,1248109,144,16,32,14320,78,116,1650,1,0,100,0.8203,0.2988,0.7188,0.0071,0.75,1.0,1.0,2.1584,1.0792,1.5051,0.2813,-0.2363,0.4106,1,0,0,0,0,0,0,Pastry
13805,39,191,2240199,2240365,6397,699,452,701931,33,141,1400,0,1,40,0.0557,0.4898,0.9448,0.1086,0.2459,0.3941,0.0,3.806,2.1818,2.1703,-0.0553,-0.0903,1.0,0,0,0,0,0,0,1,Other_Faults
8708,945,956,945792,945807,83,12,15,8359,86,111,1358,1,0,300,0.8395,0.2727,0.7857,0.0081,0.9167,0.9333,0.0,1.9191,1.0414,1.1461,-0.2143,-0.2241,0.23,0,0,0,0,0,0,1,Other_Faults
3456,824,832,12725281,12725314,105,9,26,13299,106,127,1360,0,1,175,0.7808,0.2143,0.28,0.0041,0.7778,0.9615,1.0,2.0212,0.8451,1.3979,0.72,-0.1093,0.2998,0,0,0,0,0,0,1,Other_Faults
2061,23,32,86427,864545,120,11,15,12817,101,127,1322,0,1,40,0.0353,0.3611,0.45,0.0053,0.8182,1.0,1.0,2.0719,0.9542,1.1761,0.55,-0.1088,0.3068,0,0,0,0,0,0,1,Other_Faults
307,1372,1388,3149494,3149542,139,17,12,15147,93,127,1690,1,0,70,0.6696,0.256,0.8571,0.0103,0.8235,1.0,0.0,2.143,1.1461,1.0792,-0.1429,-0.1435,0.2901,0,0,0,0,0,1,0,Bumps
16359,1568,1584,2794886,2794911,247,30,26,25516,86,124,1696,1,0,60,0.1277,0.5457,0.5,0.0103,0.5,1.0,1.0,2.3927,1.1461,1.415,0.5,-0.223,0.6453,0,0,0,0,0,0,1,Other_Faults
17033,557,567,161967,161984,124,13,20,22198,112,133,1360,0,1,40,0.8881,0.2733,0.5333,0.0059,0.6154,1.0,1.0,2.0934,0.9031,1.301,0.4667,-0.056,0.2288,0,0,0,0,0,1,0,Bumps
18427,1392,1415,1359864,1359867,138,26,19,17707,119,133,1627,0,1,40,0.3658,0.3421,0.6842,0.0096,0.5,0.95,0.0,2.1399,1.1139,1.2787,-0.3158,-0.0481,0.4089,0,0,0,0,0,0,1,Other_Faults
17506,1224,1235,1658742,1658769,107,15,26,12367,93,124,1626,0,1,120,0.4865,0.3929,0.3478,0.0049,0.5333,1.0,1.0,2.0294,0.9031,1.3617,0.6522,-0.1668,0.3125,1,0,0,0,0,0,0,Pastry
11752,1267,1278,3094414,3094424,46,12,10,4533,61,109,1682,1,0,70,0.5552,0.25,0.8,0.0074,0.8333,1.0,1.0,1.6628,1.0,1.0,0.2,-0.2793,0.1852,0,0,0,0,0,1,0,Bumps
9245,449,549,2066548,2066684,926,90,149,62326,35,133,1687,0,1,150,0.6427,0.5347,0.1197,0.0071,0.1222,0.9713,1.0,2.9666,1.0792,2.2148,0.8803,-0.2428,0.9999,1,0,0,0,0,0,0,Pastry
16317,515,522,11499942,11499957,108,16,13,12235,92,132,1690,1,0,60,0.7665,0.3155,0.9231,0.0071,0.75,1.0,1.0,2.0334,1.0792,1.1139,0.0769,-0.1455,0.2739,0,0,0,0,0,0,1,Other_Faults
10141,41,218,1469856,1469884,16164,664,396,1868220,23,143,1400,0,1,40,0.0586,0.4176,0.8762,0.1264,0.2428,0.4157,1.0,4.2085,2.248,2.3054,0.1238,-0.0885,1.0,0,0,1,0,0,0,0,K_Scatch
174,875,898,468317,468520,192,32,26,21321,105,126,1362,0,1,40,0.8792,0.3987,0.5,0.011,0.4688,1.0,1.0,2.2878,1.1761,1.415,0.5,-0.0971,0.6453,0,0,0,0,0,1,0,Bumps
3287,570,579,1025376,1025473,147,19,18,15080,79,126,1358,0,1,40,0.7463,0.4135,0.6667,0.0087,0.7474,1.0,1.0,2.1673,1.0792,1.2553,0.3333,-0.2465,0.3601,0,0,1,0,0,0,0,K_Scatch
7016,1065,1080,1025376,1025473,85,20,13,10286,112,140,1360,1,0,80,0.4938,0.3314,0.3714,0.0184,0.9,0.5385,0.0,1.9294,1.3979,0.8451,-0.6286,-0.0256,0.1892,0,0,0,0,0,1,0,Bumps
4473,41,214,1150090,1150255,14969,755,444,1732196,22,142,1402,0,1,40,0.0585,0.4678,0.993,0.125,0.2553,0.4363,1.0,4.1752,2.243,2.2672,0.007,-0.0767,1.0,0,0,1,0,0,0,0,K_Scatch
18174,39,187,141291,141311,15601,591,406,175110,40,124,1402,0,1,40,0.0585,0.4818,0.3721,0.1035,0.5909,0.4044,0.0,4.2024,2.1644,2.1703,-0.6279,-0.0944,1.0,0,0,1,0,0,0,0,K_Scatch
18395,39,192,287835,287869,10911,537,396,1330937,40,141,1404,0,1,40,0.0556,0.4583,0.3837,0.1051,0.5073,0.4855,0.0,4.0391,2.1553,2.179,-0.6163,-0.1743,1.0,0,0,1,0,0,0,0,K_Scatch
13879,1361,1380,1951256,1951299,588,58,57,60860,68,111,1387,0,1,50,0.3186,0.3902,0.2692,0.0094,0.3158,0.9123,1.0,2.7694,1.1139,1.716,0.7308,-0.2372,0.9814,0,0,0,0,0,0,1,Other_Faults
679,853,860,348227,348257,184,12,26,24156,83,109,1688,1,0,150,0.9846,0.2159,0.3077,0.0041,0.5833,1.0,1.0,2.2648,0.8451,1.415,0.6923,-0.2536,0.3479,1,0,0,0,0,0,0,Pastry
18200,539,547,1248676,1248687,64,10,11,7279,104,127,1622,1,0,70,0.8659,0.2159,0.7273,0.0049,0.8,1.0,1.0,1.8062,0.9031,1.0414,0.2727,-0.1112,0.1934,0,0,0,0,0,0,1,Other_Faults
13962,669,692,71777,71788,184,28,19,19565,96,119,1356,0,1,40,0.9003,0.5667,0.7647,0.0096,0.5,0.9474,1.0,2.2648,1.1139,1.2553,0.2353,-0.1783,0.5212,0,0,0,0,0,0,1,Other_Faults
15788,867,887,618457,618502,264,30,27,30966,87,127,1392,0,1,220,0.8304,0.4444,0.6429,0.0111,0.5,0.9643,1.0,2.4216,1.1761,1.4314,0.3571,-0.1,0.7037,1,0,0,0,0,0,0,Pastry
3891,0,8,334988,335000,129,20,17,13135,92,119,1687,1,0,200,0.0,0.3248,0.4706,0.0047,0.5,1.0,1.0,2.1106,0.9031,1.2305,0.5294,-0.1688,0.2699,0,0,0,0,0,0,1,Other_Faults
16727,1578,1590,10409376,10409388,101,14,12,11397,95,124,1690,0,1,70,0.1182,0.3667,0.8333,0.0059,0.7143,1.0,1.0,2.0043,1.0,1.0792,0.1667,-0.1263,0.2288,0,0,0,0,0,1,0,Bumps
14154,1674,1684,1647908,1647954,108,15,11,14763,64,93,1694,1,0,80,0.0877,0.3232,1.0,0.0065,0.4167,1.0,0.5,2.0334,1.0414,1.0414,0.0,-0.4148,0.23,0,0,0,0,0,0,1,Other_Faults
12141,39,191,1430612,1430780,12012,618,381,1381722,30,141,1400,0,1,40,0.0557,0.4731,0.9744,0.1086,0.239,0.4465,1.0,4.0831,2.1818,2.2355,0.0256,-0.096,1.0,0,0,1,0,0,0,0,K_Scatch
18944,1625,1642,1036577,1036598,140,26,21,12705,86,109,1690,1,0,70,0.0,0.5454,0.5,0.0125,0.7391,0.9524,1.0,2.1461,1.2305,1.301,0.5,-0.2395,0.3945,0,0,0,0,0,0,1,Other_Faults
8654,1154,1167,4309441,4309470,170,28,17,21300,104,127,1362,1,0,40,0.0941,0.4954,0.3571,0.0192,0.8421,0.6471,0.0,2.2304,1.415,1.0414,-0.6429,-0.0905,0.4913,0,0,0,0,0,1,0,Bumps
17642,1580,1590,909492,909492,163,23,19,14091,61,109,1356,1,0,70,0.0896,0.4102,0.6429,0.0068,0.5238,0.9474,1.0,2.2122,1.0414,1.2553,0.3571,-0.2826,0.4465,0,1,0,0,0,0,0,Z_Scratch
17432,1207,1214,197701,197718,130,30,17,16504,122,140,1364,0,1,40,0.0948,0.3333,1.0,0.0095,0.4333,0.7647,0.5,2.1139,1.1139,1.1139,0.0,0.0192,0.2914,0,0,0,0,0,1,0,Bumps
1247,1357,1370,1635847,1635864,106,19,14,10152,79,101,1353,1,0,70,0.3911,0.5385,0.8461,0.0096,0.6842,0.9286,1.0,2.0253,1.1139,1.1139,0.1539,-0.3041,0.257,0,0,0,0,0,0,1,Other_Faults
18416,158,168,735612,735624,72,18,10,7446,93,124,1688,1,0,60,0.2318,0.275,0.9091,0.0059,0.7222,1.0,0.0,1.8573,1.1139,1.0,-0.0909,-0.1382,0.2173,0,0,0,0,0,1,0,Bumps
16936,1587,1596,1036126,1036161,60,19,14,5743,97,116,1692,1,0,80,0.069,0.2424,0.4286,0.0053,0.6087,1.0,1.0,1.7781,0.9542,1.1461,0.5714,-0.1797,0.1892,0,0,0,0,0,1,0,Bumps
2661,1090,1103,4062020,4061997,168,20,27,18196,104,126,1364,0,1,40,0.3928,0.5385,0.6087,0.0095,0.65,1.0,1.0,2.2253,1.1139,1.3617,0.3913,-0.1078,0.5329,0,0,0,0,0,1,0,Bumps
15820,1145,1157,2921961,2921970,254,19,22,3489,120,140,1364,0,1,40,0.2561,0.4583,0.6667,0.0103,0.7368,0.7727,0.0,2.4031,1.1461,1.3802,-0.3333,0.0061,0.7065,0,0,0,0,0,1,0,Bumps
17960,559,571,3568704,3568718,114,16,15,13351,105,132,1352,0,1,40,0.6667,0.3,0.5333,0.0088,0.75,1.0,1.0,2.0569,1.0792,1.1761,0.4667,-0.0877,0.2288,0,0,0,0,0,1,0,Bumps
11355,956,964,1130573,1130873,114,19,14,11579,96,125,1352,1,0,70,0.051,0.3214,0.2857,0.0052,0.381,1.0,1.0,2.0531,0.8451,1.1461,0.7143,-0.1388,0.2532,0,0,0,0,0,0,1,Other_Faults
18012,995,1006,909471,909492,114,27,18,12221,84,124,1372,0,1,40,0.9164,0.5454,0.5714,0.0131,0.7907,0.9583,0.0,2.0569,1.2553,1.0792,-0.4286,-0.1871,0.4366,0,0,0,0,0,1,0,Bumps
15958,41,221,498190,498252,6294,251,117,659058,38,126,1358,1,0,100,0.0604,0.4438,0.3778,0.1327,0.7476,0.4872,0.0,3.7989,2.2553,1.7559,-0.6222,-0.1929,1.0,0,0,1,0,0,0,0,K_Scatch
11674,1269,1281,87916,87927,209,72,103,23671,101,133,1364,0,1,175,0.1429,0.4952,0.0736,0.0103,0.2143,0.9901,1.0,2.3201,1.1461,1.415,0.9264,-0.1099,0.9998,0,0,0,0,0,0,1,Other_Faults
11965,321,328,639361,639376,35,15,7,4277,121,133,1358,0,1,130,0.4728,0.575,0.625,0.0074,0.5333,1.0,0.0,1.5441,1.0,0.699,-0.375,-0.0369,0.1483,0,0,0,0,0,0,1,Other_Faults
7534,1358,1378,1511165,1511591,794,47,285,97966,11,141,1387,0,1,50,0.0035,0.5436,0.0931,0.0108,0.0974,0.9931,1.0,2.8209,1.1761,2.3463,0.9069,-0.1145,1.0,0,0,0,0,1,0,0,Dirtiness
4236,41,216,1626575,1626636,6010,263,137,626586,106,125,1358,0,1,40,0.0604,0.4498,0.3842,0.1303,0.6337,0.4963,0.0,3.7789,2.248,1.8325,-0.6158,-0.1861,1.0,0,0,1,0,0,0,0,K_Scatch
15009,971,980,2591828,2591841,110,12,11,11560,84,124,1687,1,0,80,0.8331,0.3232,0.8182,0.0065,0.75,1.0,1.0,2.0414,0.9542,1.0414,0.1818,-0.1712,0.2051,0,0,0,0,0,0,1,Other_Faults
14599,5,13,2824729,2824741,86,9,24,10888,123,141,1687,0,1,200,0.0024,0.1198,0.3333,0.0047,0.8889,1.0,1.0,1.9345,0.9031,1.3802,0.6667,0.0374,0.3241,0,0,0,0,0,0,1,Other_Faults
11655,576,584,2212600,2212608,69,19,10,7588,116,140,1348,0,1,40,0.0896,0.19,0.9,0.0095,0.7368,1.0,1.0,1.8451,1.1139,1.0,0.1,-0.0205,0.1954,0,0,0,0,0,1,0,Bumps
17185,1065,1079,48398,48463,289,39,32,25809,105,127,1360,0,1,40,0.4144,0.4394,0.4,0.0109,0.5238,0.9677,1.0,2.4757,1.1761,1.5051,0.6,-0.0795,0.8299,0,0,0,0,0,1,0,Bumps
5390,39,185,1945494,1945637,12012,319,184,1381722,119,141,1356,0,1,40,0.0557,0.4768,0.4,0.1043,0.7222,0.4465,0.0,4.0974,2.1644,2.1732,-0.6,-0.097,1.0,0,0,1,0,0,0,0,K_Scatch
4939,41,218,2098521,2098591,6277,253,129,647965,39,124,1358,0,1,40,0.0604,0.4594,0.3559,0.1303,0.6996,0.5149,0.0,3.7979,2.248,1.8261,-0.6441,-0.1923,1.0,0,0,1,0,0,0,0,K_Scatch
9674,996,1009,12725281,12725314,105,12,14,12056,93,132,1710,1,0,100,0.6,0.2571,0.7143,0.0059,0.6667,1.0,1.0,2.0212,1.0,1.1461,0.2857,-0.1439,0.2532,0,0,0,0,0,0,1,Other_Faults
6019,806,815,1789332,1789337,19,9,5,2420,114,140,1358,0,1,50,0.8026,0.5556,0.7143,0.0052,0.7778,0.8333,0.0,1.2787,0.8451,0.699,-0.2857,-0.0052,0.1483,0,0,0,1,0,0,0,Stains
16734,1381,1445,798878,798912,513,33,34,48793,58,103,1387,0,1,40,0.0486,0.3659,0.4444,0.0199,0.7273,0.8529,1.0,2.7101,1.4314,1.5315,0.5556,-0.3142,0.9537,0,0,0,0,0,0,1,Other_Faults
3150,1572,1610,1748216,1748249,243,44,20,27232,104,141,1668,1,0,100,0.0782,0.3559,0.4193,0.0227,0.7046,0.7,0.0,2.3856,1.4914,1.1461,-0.5806,-0.0521,0.761,0,0,0,0,0,0,1,Other_Faults
9824,145,174,739072,739080,192,31,23,24530,112,140,1352,1,0,80,0.2106,0.5913,0.8696,0.0191,0.8387,0.5652,0.0,2.2833,1.415,1.1139,-0.1304,-0.0124,0.7411,0,0,0,0,0,1,0,Bumps
8132,1325,1332,880521,880535,155,12,14,16085,105,135,1358,0,1,40,0.0443,0.3377,0.4286,0.0044,0.4167,1.0,1.0,2.1903,0.7782,1.1461,0.5714,-0.0889,0.33,0,0,0,0,1,0,0,Dirtiness
9936,1160,1168,1973168,1973176,52,8,8,5816,93,127,1622,1,0,70,0.6215,0.2778,0.8889,0.0049,1.0,1.0,1.0,1.716,0.9031,0.9031,0.1111,-0.1234,0.1773,0,0,0,0,0,1,0,Bumps
8319,356,367,261713,261732,116,15,15,11656,77,127,1692,1,0,300,0.5369,0.2222,0.8,0.0065,0.7333,1.0,1.0,2.0645,1.0414,1.1761,0.2,-0.2359,0.3068,0,0,0,0,0,1,0,Bumps
220,489,504,169603,169617,76,19,16,7394,114,141,1687,1,0,100,0.7228,0.7208,0.2222,0.0117,0.8846,0.5625,0.0,1.8808,1.2041,0.9542,-0.7778,0.0043,0.2288,0,0,0,0,0,0,1,Other_Faults
7853,4,16,92292,9228,261,17,27,28592,80,125,1687,0,1,175,0.0024,0.3191,0.2895,0.0037,0.2895,1.0,1.0,2.4166,0.699,1.4314,0.7105,-0.2421,0.6173,0,0,0,0,0,0,1,Other_Faults
8917,1064,1080,971714,971922,328,31,34,39293,103,127,1690,1,0,70,0.4721,0.3229,0.5417,0.0118,0.4348,1.0,1.0,2.5172,1.2041,1.5441,0.4583,-0.1067,0.8958,0,0,0,0,0,0,1,Other_Faults
5573,456,466,1264388,1264403,106,28,15,12348,104,124,1353,0,1,40,0.5802,0.4653,0.75,0.0118,0.5714,0.8,1.0,2.0253,1.2041,1.2041,0.25,-0.097,0.2583,0,0,0,0,0,0,1,Other_Faults
9177,39,230,1586862,1587011,16584,780,453,1877827,25,143,1400,0,1,40,0.0586,0.6282,0.9591,0.1857,0.3306,0.3151,0.0,4.2085,2.2695,2.1703,-0.0409,-0.0824,1.0,0,0,0,0,0,0,1,Other_Faults
15427,816,825,2315017,2315086,63,12,15,6861,111,127,1626,1,0,70,0.1088,0.4286,0.7143,0.0049,0.6667,0.9333,1.0,1.7993,0.9031,1.1461,0.2857,-0.082,0.1696,0,0,0,0,0,0,1,Other_Faults
15113,1365,1382,945792,945807,74,25,16,8549,86,109,1366,1,0,80,0.3373,0.4129,0.8182,0.0117,0.64,0.875,0.0,1.8692,1.2041,0.9542,-0.1818,-0.2414,0.2051,0,0,0,0,0,0,1,Other_Faults
5805,107,120,2413168,2413186,111,16,15,12886,107,127,1356,1,0,70,0.1593,0.375,0.4667,0.0059,0.5,1.0,1.0,2.0453,0.9031,1.1761,0.5333,-0.0786,0.2288,0,1,0,0,0,0,0,Z_Scratch
13498,1601,1613,5851552,5851560,415,33,46,47481,51,94,1358,1,0,300,0.0047,0.3972,0.2903,0.0071,0.3913,0.9074,1.0,2.6181,1.0792,1.6628,0.7097,-0.4202,0.9806,1,0,0,0,0,0,0,Pastry
15819,825,834,1147869,1147880,395,37,54,45269,115,135,1372,0,1,40,0.8297,0.5225,0.2813,0.0096,0.2093,0.9688,1.0,2.5966,1.1139,1.7324,0.7188,-0.034,0.9831,0,0,0,0,0,1,0,Bumps
7781,689,696,3889348,3889402,81,20,13,9208,101,133,1364,1,0,80,0.9765,0.5227,0.875,0.0117,0.6667,0.8461,0.0,1.9085,1.2041,1.0414,-0.125,-0.0828,0.3725,0,0,0,0,0,1,0,Bumps
5524,10,22,625496,625516,170,15,17,17505,49,124,1373,0,1,40,0.0107,0.2222,0.7059,0.0087,0.8,1.0,1.0,2.2304,1.0792,1.2305,0.2941,-0.279,0.3419,1,0,0,0,0,0,0,Pastry
13285,1285,1302,103892,103932,138,38,17,13352,111,127,1362,0,1,40,0.2183,0.5385,0.5238,0.0191,0.8387,0.7647,0.0,2.1399,1.415,1.1139,-0.4762,-0.0786,0.3834,0,0,0,0,0,1,0,Bumps
10365,19,28,739337,739349,87,12,20,11189,118,140,1687,1,0,100,0.0369,0.25,0.6,0.0059,0.6667,1.0,1.0,1.9395,0.9031,1.301,0.4,0.0011,0.2792,1,0,0,0,0,0,0,Pastry
444,0,11,1804016,1803992,128,22,25,13352,68,132,1666,1,0,80,0.0107,0.3,0.35,0.0071,0.5454,1.0,1.0,2.1072,1.0792,1.3979,0.65,-0.1536,0.3241,1,0,0,0,0,0,0,Pastry
2000,1327,1343,4383746,4383803,240,31,27,24476,87,127,1354,0,1,40,0.0236,0.5221,0.2813,0.0165,0.6154,0.7188,1.0,2.3802,1.3424,1.4314,0.7188,-0.1903,0.6514,0,0,0,0,0,1,0,Bumps
1134,671,686,662867,662947,2293,68,568,37264,86,124,1364,0,1,100,0.9456,0.3254,0.0393,0.0103,0.0974,0.9858,1.0,3.3811,1.1461,2.3463,0.9607,-0.189,0.9901,0,0,0,0,1,0,0,Dirtiness
4430,1035,1084,87744,87794,1973,179,85,240091,101,156,1360,1,0,80,0.4275,0.45,0.0533,0.1103,0.8776,0.5738,0.0,3.2951,2.1761,1.699,-0.9467,-0.0351,1.0,0,0,0,0,0,1,0,Bumps
4272,1109,1134,21349,21376,359,33,31,32335,85,111,1360,1,0,300,0.35,0.4368,0.3667,0.017,0.6522,0.9677,1.0,2.5551,1.3617,1.4771,0.6333,-0.2035,0.7933,0,0,0,0,0,0,1,Other_Faults
17331,71,104,371477,371575,561,60,47,62823,96,126,1360,0,1,200,0.1064,0.5582,0.5185,0.0243,0.5571,0.561,0.0,2.749,1.5185,1.4472,-0.4815,-0.146,0.9984,0,0,0,0,0,0,1,Other_Faults
2525,543,548,888672,888676,12,5,5,1504,111,140,1356,0,1,50,0.8304,0.2,0.8,0.0037,1.0,1.0,0.0,1.0792,0.699,0.6021,-0.2,-0.0087,0.1322,0,0,0,1,0,0,0,Stains
16791,39,215,2787299,2787427,5969,277,166,622528,34,135,1358,0,1,40,0.0574,0.4556,0.3712,0.1283,0.5273,0.3633,0.0,3.7754,2.2406,1.8129,-0.6288,-0.1794,1.0,0,0,1,0,0,0,0,K_Scatch
15630,41,209,2300567,2300643,6515,276,125,659881,47,125,1356,0,1,40,0.1224,0.4644,0.3771,0.1261,0.6604,0.4706,0.0,3.817,2.233,1.8261,-0.6229,-0.1873,1.0,0,0,1,0,0,0,0,K_Scatch
6156,41,190,2364667,2364730,6353,214,130,657020,40,127,1360,0,1,40,0.0585,0.3535,0.3608,0.1105,0.7172,0.4516,0.0,3.803,2.1761,1.7993,-0.6392,-0.1902,1.0,0,0,1,0,0,0,0,K_Scatch
5243,867,887,12987661,12987692,3918,95,108,419968,112,135,1353,0,1,70,0.0896,0.4155,0.5454,0.0081,0.3182,1.0,1.0,3.5933,1.0414,1.7708,0.4545,-0.0886,1.0,0,0,0,0,0,1,0,Bumps
597,41,210,2377039,2377320,3544,255,96,354421,38,126,1358,0,1,40,0.0605,0.3404,0.3829,0.1289,0.5965,0.5391,0.0,3.5181,2.243,1.716,-0.6171,-0.1908,1.0,0,0,1,0,0,0,0,K_Scatch
16752,17,27,3023370,3023381,55,15,5,5558,51,93,1354,1,0,70,0.0202,0.4617,0.8333,0.0089,0.8,1.0,0.0,1.7404,1.0792,0.699,-0.1667,-0.4188,0.14,0,1,0,0,0,0,0,Z_Scratch
16221,1224,1237,90910,90937,67,11,11,8801,161,182,1353,0,1,200,0.2033,0.25,0.7143,0.0059,0.7273,0.8182,1.0,1.8261,0.9031,1.0414,0.2857,0.338,0.1622,0,0,0,0,0,0,1,Other_Faults
17878,1090,1129,1564451,1564476,133,39,20,17085,115,141,1360,0,1,40,0.4985,0.433,0.3846,0.0154,0.5,0.65,0.0,2.1239,1.415,1.1139,-0.6154,-0.0012,0.5162,0,0,0,0,0,1,0,Bumps
18945,39,212,1814642,1814708,6357,260,131,647595,38,124,1358,0,1,40,0.0574,0.435,0.3815,0.1274,0.6654,0.5114,0.0,3.8033,2.238,1.8195,-0.6185,-0.1902,1.0,0,0,1,0,0,0,0,K_Scatch
